player_name,pitch_type_full
"Suárez, Albert",['Four-Seam Fastball' 'Cutter' 'Slurve' 'Curveball' 'Changeup' nan]
"Suárez, Andrew",['Curveball' 'Slider' 'Four-Seam Fastball' 'Changeup' 'Sinker']
"Suárez, Ranger",['Sinker' 'Changeup' 'Four-Seam Fastball' 'Curveball' 'Cutter' 'Slider']
"Svanson, Matt",['Sinker' 'Sweeper']
"Swanson, Erik",['Splitter' 'Four-Seam Fastball' 'Slider' nan]
"Sánchez, Cristopher",['Slider' 'Sinker' 'Changeup' 'Cutter']
"Sánchez, Sixto",['Cutter' 'Changeup' 'Four-Seam Fastball' 'Sinker']
"Taillon, Jameson",['Changeup' 'Curveball' 'Cutter' 'Four-Seam Fastball' 'Sinker' 'Sweeper']
"Tate, Dillon",['Sinker' 'Changeup' 'Sweeper']
"Taveras, Leonardo",['Cutter' 'Sinker']
"Taylor, Blake",['Four-Seam Fastball' 'Changeup' 'Slider' 'Sinker']
"Taylor, Evan",['Slider' 'Sinker']
"Taylor, Troy",['Sweeper' 'Four-Seam Fastball' 'Changeup']
"Teheran, Julio",['Sinker' 'Curveball' 'Cutter' 'Changeup' 'Four-Seam Fastball']
"Tellez, Rowdy",['Eephus' nan]
"Teng, Kai-Wei",['Sweeper' 'Sinker' 'Curveball' 'Four-Seam Fastball' 'Changeup' 'Slider']
"Thielbar, Caleb",['Four-Seam Fastball' 'Curveball' 'Sweeper' 'Slider']
"Thomas, Tyler",['Sinker' 'Slider' 'Four-Seam Fastball' 'Changeup']
"Thompson, Keegan",['Curveball' 'Four-Seam Fastball' 'Sweeper' 'Cutter' 'Changeup' 'Sinker']
"Thompson, Paxton",['Sinker' 'Changeup']
"Thompson, Ryan",['Four-Seam Fastball' 'Sinker' 'Slider']
"Thompson, Zack",['Curveball' nan 'Four-Seam Fastball' 'Slider']
"Thornton, Trent","['Sweeper' 'Slider' 'Four-Seam Fastball' 'Curveball' 'Cutter' 'Sinker'
 'Changeup']"
"Thorpe, Drew",['Changeup' 'Four-Seam Fastball' 'Slider' 'Cutter' 'Sweeper']
"Tiedemann, Ricky",['Changeup' 'Sinker' 'Slider']
"Tinoco, Jesus",['Slider' 'Sinker' 'Four-Seam Fastball' 'Changeup' 'Cutter']
"Tolhurst, Anders",['Four-Seam Fastball' 'Slider']
"Tomkins, Landon",['Slider' 'Sinker']
"Tonkin, Michael",['Slider' 'Four-Seam Fastball' 'Sinker' 'Sweeper']
"Topa, Justin",['Cutter' 'Sinker' 'Sweeper' 'Changeup']
"Torrens, Luis",[nan]
"Torres Jr., Lenny",['Four-Seam Fastball' 'Slider' 'Sinker']
"Toussaint, Touki",['Curveball' 'Splitter' 'Sinker' 'Four-Seam Fastball' 'Slider']
"Treinen, Blake",['Sweeper' 'Four-Seam Fastball' 'Sinker' 'Cutter']
"Trevino, Jose",[nan 'Knuckleball']
"Tucker, Cole",['Eephus' nan]
"Turnbull, Spencer",['Sweeper' 'Curveball' 'Sinker' 'Four-Seam Fastball' 'Changeup' 'Slider']
"Tyler, Kyle",['Curveball' 'Cutter' 'Slider' 'Sinker' 'Four-Seam Fastball' 'Changeup']
"Uceta, Edwin",['Changeup' 'Four-Seam Fastball' 'Cutter' 'Sweeper' 'Sinker' 'Curveball']
"Ureña, José",['Sinker' 'Slider' 'Changeup' 'Four-Seam Fastball' nan]
"Uribe, Abner",['Sinker' 'Slider' 'Four-Seam Fastball']
"Uwasawa, Naoyuki",['Splitter' 'Four-Seam Fastball' 'Slider' 'Cutter' 'Curveball']
"Valdez, Framber",['Slider' 'Sinker' 'Curveball' 'Changeup' 'Four-Seam Fastball']
"Vanasco, Ricky",['Four-Seam Fastball' 'Slider' 'Cutter' 'Curveball']
"Vargas, Ildemaro",[nan 'Eephus' 'Curveball']
"Varland, Gus",['Four-Seam Fastball' 'Slider' 'Changeup' 'Sinker']
"Varland, Louis",['Four-Seam Fastball' 'Changeup' 'Slider' 'Sinker' 'Knuckle Curve']
"Velasquez, Luis",['Four-Seam Fastball' 'Changeup']
"Veneziano, Anthony",['Four-Seam Fastball' 'Sweeper' 'Slider' 'Changeup' 'Sinker']
"Verlander, Justin",['Four-Seam Fastball' 'Changeup' 'Curveball' 'Slider' 'Sinker']
"Vesia, Alex",['Four-Seam Fastball' 'Slider' 'Changeup' 'Sinker']
"Vespi, Nick",['Cutter' 'Slider' 'Curveball' 'Sinker']
"Vest, Will",['Sinker' 'Changeup' 'Four-Seam Fastball' 'Slider']
"Vieira, Thyago",['Sinker' 'Four-Seam Fastball' 'Slider' 'Changeup']
"Villalobos, Eli",['Four-Seam Fastball' 'Slider' 'Splitter']
"Vines, Darius",['Four-Seam Fastball' 'Slider' 'Cutter' 'Changeup' 'Curveball']
"Vodnik, Victor",['Four-Seam Fastball' 'Slider' 'Changeup' 'Sinker']
"Voth, Austin",['Four-Seam Fastball' 'Cutter' 'Sweeper' 'Curveball']
"Vásquez, Randy","['Sweeper' 'Cutter' 'Sinker' 'Changeup' 'Curveball' 'Four-Seam Fastball'
 'Slider']"
"Wacha, Michael",['Sinker' 'Slider' 'Changeup' 'Curveball' 'Four-Seam Fastball' 'Cutter']
"Waguespack, Jacob",['Cutter' 'Four-Seam Fastball' 'Curveball' 'Changeup']
"Waldrep, Hurston",['Slider' 'Four-Seam Fastball' 'Splitter' 'Curveball']
"Waldron, Matt",['Sinker' 'Knuckleball' 'Four-Seam Fastball' 'Cutter' 'Sweeper']
"Walker, Josh",['Curveball' 'Four-Seam Fastball' 'Sinker']
"Walker, Ryan",['Sinker' 'Slider' 'Four-Seam Fastball' nan]
"Walker, Taijuan",['Sweeper' 'Cutter' 'Four-Seam Fastball' 'Splitter' 'Curveball' 'Sinker']
"Wallner, Matt",['Eephus' nan]
"Walston, Blake",['Sweeper' 'Four-Seam Fastball' 'Cutter' 'Changeup' 'Curveball' 'Sinker']
"Walters, Andrew",['Slider' 'Four-Seam Fastball']
"Walton, Donovan",[nan]
"Wantz, Andrew",['Sweeper' 'Four-Seam Fastball' 'Sinker' 'Cutter']
"Warren, Austin",['Four-Seam Fastball' 'Slider' 'Sinker' 'Cutter']
"Warren, Will",['Four-Seam Fastball' 'Sweeper' 'Sinker' 'Changeup' 'Cutter' 'Curveball']
"Washington, Mark",['Four-Seam Fastball' 'Changeup' 'Slider' 'Sinker' 'Sweeper' 'Curveball']
"Watson, Troy",['Curveball' 'Slider' 'Four-Seam Fastball']
"Weathers, Ryan",['Changeup' 'Four-Seam Fastball' 'Sweeper' 'Sinker' 'Slider']
"Weaver, Luke","['Cutter' 'Four-Seam Fastball' 'Changeup' 'Knuckle Curve' 'Sinker'
 'Slider']"
"Webb, Jacob",['Sweeper' 'Changeup' 'Four-Seam Fastball' nan 'Slider']
"Webb, Logan",['Sinker' 'Sweeper' 'Changeup' 'Cutter' 'Four-Seam Fastball' nan]
"Weems, Jordan",['Four-Seam Fastball' 'Slider' 'Splitter' 'Curveball']
"Weissert, Greg",['Cutter' 'Sinker' 'Slider' 'Changeup' 'Sweeper' 'Four-Seam Fastball']
"Wells, Tyler",['Cutter' 'Four-Seam Fastball' 'Changeup' 'Curveball' 'Slider']
"Wentz, Joey",['Cutter' 'Four-Seam Fastball' 'Changeup' 'Curveball']
"Wesneski, Hayden","['Cutter' 'Four-Seam Fastball' 'Sweeper' 'Sinker' 'Changeup' 'Curveball'
 'Slider']"
"Wheeler, Zack",['Four-Seam Fastball' 'Curveball' 'Splitter' 'Sweeper' 'Sinker' 'Cutter']
"White, Brendan",['Four-Seam Fastball' 'Slider' 'Sweeper']
"White, Mitch",['Sinker' 'Sweeper' 'Four-Seam Fastball' 'Curveball' 'Slider']
"White, Owen","['Cutter' 'Four-Seam Fastball' 'Slider' 'Sweeper' 'Curveball' 'Changeup'
 'Sinker']"
"Whitley, Forrest","['Slurve' 'Sinker' 'Changeup' 'Curveball' 'Four-Seam Fastball' 'Cutter'
 'Splitter']"
"Whitlock, Garrett",['Changeup' 'Slider' 'Sinker' 'Sweeper' 'Cutter']
"Wicks, Jordan",['Four-Seam Fastball' 'Sinker' 'Curveball' 'Changeup' 'Slider' 'Sweeper']
"Williams, Devin",['Four-Seam Fastball' 'Changeup' 'Cutter']
"Williams, Gavin",['Four-Seam Fastball' 'Curveball' 'Cutter' 'Changeup' 'Slider' 'Sinker']
"Williams, Luke",['Eephus' nan]
"Williams, Trevor",['Sinker' 'Sweeper' 'Four-Seam Fastball' 'Slider' 'Changeup']
"Williamson, Brandon",['Four-Seam Fastball' 'Changeup' 'Cutter' 'Curveball' 'Sweeper']
"Willingham, Amos",['Cutter' 'Four-Seam Fastball' 'Slider']
"Wilson, Brooks",['Splitter' 'Four-Seam Fastball']
"Wilson, Bryse",['Cutter' 'Sinker' 'Four-Seam Fastball' 'Changeup' 'Curveball' 'Slider']
"Wilson, Justin",['Cutter' 'Four-Seam Fastball' 'Slider' 'Splitter']
"Wilson, Steven",['Four-Seam Fastball' 'Sweeper' 'Changeup' 'Cutter']
"Wilson, Weston",['Eephus' nan]
"Winans, Allan",['Slider' 'Changeup' 'Four-Seam Fastball' 'Sinker']
"Winckowski, Josh",['Cutter' 'Four-Seam Fastball' 'Sinker' 'Changeup' 'Slider']
"Winder, Josh",['Sweeper' 'Slider' 'Sinker' 'Four-Seam Fastball' 'Changeup']
"Wingenter, Trey",['Slider' 'Four-Seam Fastball' 'Splitter' 'Sinker']
"Winn, Cole",['Splitter' 'Curveball' 'Slider' 'Four-Seam Fastball' 'Sinker']
"Winn, Keaton",['Splitter' 'Four-Seam Fastball' 'Sinker' 'Slider' 'Changeup' 'Cutter']
"Winquest, Cade",['Changeup' 'Four-Seam Fastball' 'Slider' 'Cutter']
"Wisdom, Patrick",['Eephus' nan]
"Woo, Bryan",['Four-Seam Fastball' 'Sinker' 'Sweeper' 'Changeup' 'Slider']
"Wood, Alex",['Sinker' 'Slider' 'Changeup' 'Four-Seam Fastball']
"Woodford, Jake",['Sinker' 'Cutter' 'Sweeper' 'Four-Seam Fastball' 'Changeup']
"Woods Richardson, Simeon",['Changeup' 'Slider' 'Four-Seam Fastball' 'Curveball']
"Wrobleski, Justin",['Four-Seam Fastball' 'Slider' 'Curveball' 'Sinker' 'Changeup' 'Sweeper']
"Wu-Yelland, Jeremy",['Changeup' 'Slider' 'Four-Seam Fastball' 'Sweeper']
"Yamamoto, Yoshinobu","['Splitter' 'Four-Seam Fastball' 'Slider' 'Cutter' 'Curveball' 'Sinker'
 'Sweeper']"
"Yarbrough, Ryan",['Sinker' 'Sweeper' 'Changeup' 'Four-Seam Fastball' 'Cutter' 'Slurve']
"Yastrzemski, Mike",['Eephus' nan 'Slider']
"Yates, Kirby",['Four-Seam Fastball' 'Splitter' 'Slider' nan]
"Yeager, Justin",['Cutter' 'Four-Seam Fastball']
"Young, Alex",['Sinker' 'Curveball' 'Changeup' 'Four-Seam Fastball' 'Slider']
"Young, Danny",['Sinker' 'Sweeper' 'Four-Seam Fastball' 'Cutter']
"Zastryzny, Rob",['Cutter' 'Four-Seam Fastball' 'Changeup' 'Sweeper']
"Zeferjahn, Ryan",['Sweeper' 'Four-Seam Fastball' 'Cutter' 'Curveball']
"Zerpa, Angel",['Sinker' 'Slider' 'Changeup' 'Four-Seam Fastball' 'Curveball']
"Zuber, Tyler",['Four-Seam Fastball' 'Sweeper' 'Cutter']
"Zulueta, Yosver",['Sinker' 'Slider' 'Four-Seam Fastball' 'Sweeper' 'Changeup']
"Zuñiga, Guillo",['Four-Seam Fastball' 'Changeup' 'Sinker' 'Slider']
"de Geus, Brett",['Knuckle Curve' 'Cutter' 'Sinker' 'Splitter' 'Four-Seam Fastball']
"deGrom, Jacob",['Four-Seam Fastball' 'Slider' 'Changeup' 'Curveball']
